Geography,Gender,Card Type,Age,CreditScore,Tenure,Point Earned,Balance,EstimatedSalary,NumOfProducts,IsActiveMember,HasCrCard,Satisfaction Score,Exited
2,1,0.0,0.4193548387096775,0.5539999999999999,6,0.11350059737156509,0.0,0.5724111248074931,1,1,1,5,0
1,0,0.0,0.435483870967742,0.9999999999999999,5,0.25925925925925924,0.5072130680628139,0.9641418419811632,1,1,1,3,1
2,0,0.0,0.5161290322580645,0.664,10,0.9366786140979689,0.5103227768692858,0.5113084399935401,1,1,1,4,0
1,1,3.0,0.27419354838709675,0.7060000000000001,5,0.7741935483870968,0.5607499044731667,0.839358170555272,2,0,1,3,0
0,1,3.0,0.4032258064516129,0.364,9,0.4731182795698925,0.0,0.9532803346572576,2,0,0,3,1
0,1,3.0,0.3709677419354839,0.686,4,0.34050179211469533,0.0,0.7821620491130985,2,0,0,4,0
2,1,0.0,0.3548387096774194,0.30799999999999994,5,0.44802867383512546,0.0,0.7337273193743672,2,0,0,2,0
2,1,0.0,0.5161290322580645,0.44600000000000006,0,0.36200716845878134,0.634935363597228,0.7798287708132973,1,1,0,4,1
1,0,2.0,0.7096774193548387,0.4859999999999999,3,0.2544802867383512,0.471242367767726,0.12348153368094707,1,1,0,3,1
0,1,2.0,0.3548387096774194,0.7199999999999999,5,0.06690561529271205,0.0,0.8146791595954249,2,0,0,2,0
1,1,1.0,0.4838709677419355,0.10199999999999998,8,0.26164874551971323,0.5107259684599433,0.879110880990095,1,0,1,2,1
2,1,1.0,0.8225806451612903,0.592,10,0.6427718040621266,0.4601965682560597,0.20183470352482016,1,0,1,2,0
1,0,0.0,0.4032258064516129,0.7099999999999999,7,0.37275985663082434,0.3187531240273691,0.515553161816551,1,1,1,1,0
1,1,1.0,0.22580645161290325,0.46399999999999986,1,0.8064516129032259,0.3544810564321155,0.04985937923276717,1,1,1,4,0
0,1,2.0,0.3548387096774194,0.5439999999999999,4,0.35125448028673834,0.39777010657992656,0.9873024679461371,2,0,1,1,0
0,1,0.0,0.16129032258064518,0.5399999999999999,8,0.9199522102747909,0.0,1.0,2,1,1,4,0
0,0,2.0,0.1774193548387097,0.566,7,0.5376344086021505,0.6775195060273278,0.020920332481272792,1,0,1,3,0
2,1,3.0,0.5806451612903226,0.9999999999999999,7,0.32019115890083627,0.4311942350776764,0.12011781546537675,2,0,0,3,1
2,0,0.0,0.27419354838709675,0.658,8,0.24611708482676226,0.47502446112682645,0.6061445947921396,1,0,0,3,0
0,1,1.0,0.32258064516129037,0.58,9,0.7753882915173237,0.0,0.4440846718334128,2,0,1,2,0
0,1,1.0,0.1774193548387097,0.616,4,0.3070489844683393,0.31990119972615183,0.10269902691740271,1,1,1,2,0
2,1,0.0,0.29032258064516125,0.7659999999999999,1,0.9187574671445639,0.0,0.5419246665846251,2,1,0,2,0
1,1,3.0,0.1774193548387097,0.616,5,0.16129032258064513,0.3005026064566694,0.27436611305001857,2,1,0,4,0
1,1,0.0,0.3709677419354839,0.41600000000000004,2,0.3739545997610514,0.4951298752413779,0.5559717296131667,1,1,1,3,0
2,1,2.0,0.4516129032258065,0.31399999999999995,6,0.1899641577060932,0.3698062428454517,0.25689702862465996,1,1,1,2,0
1,1,1.0,0.7741935483870968,0.7979999999999999,6,0.1433691756272401,0.7275154226961235,0.9775825519247382,2,1,1,2,0
1,1,3.0,0.435483870967742,0.7559999999999999,3,0.9366786140979689,0.4341377409449391,0.42142765523572323,2,0,1,4,1
0,1,3.0,0.4193548387096775,0.7399999999999999,4,0.17682198327359616,0.0,0.8176421122526912,2,0,1,1,0
0,0,3.0,0.22580645161290325,0.816,2,0.8410991636798087,0.33630746252392757,0.3768671593794279,1,1,1,3,0
0,1,1.0,0.435483870967742,0.5559999999999999,9,0.3178016726403823,0.0,0.4842958004143479,2,1,1,1,0
2,0,0.0,0.7741935483870968,0.32199999999999995,4,0.46117084826762245,0.0,0.007763881824806496,1,0,1,5,1
2,1,3.0,0.6935483870967742,0.5179999999999999,1,0.2831541218637993,0.0,0.11188255367133129,1,0,1,5,1
2,1,1.0,0.467741935483871,0.7000000000000001,4,0.7729988052568697,0.0,0.6090894309244177,1,0,1,2,1
2,0,2.0,0.29032258064516125,0.572,1,0.7407407407407407,0.0,0.21541063681236838,1,0,1,3,0
0,0,0.0,0.24193548387096775,0.388,6,0.5424133811230585,0.0,0.6206725965089055,2,1,1,4,0
0,0,1.0,0.27419354838709675,0.616,5,0.4038231780167264,0.5037808777260919,0.7820625083169612,1,0,0,3,1
2,0,0.0,0.11290322580645162,0.5119999999999999,3,0.28912783751493426,0.5874365962690271,0.22715865276511968,3,0,1,5,1
0,0,1.0,0.3548387096774194,0.588,9,0.33572281959378736,0.547175389019502,0.385210770003859,4,0,1,3,1
2,1,3.0,0.16129032258064518,0.604,8,0.7001194743130227,0.6250493975462309,0.9917034322857593,2,0,1,5,0
1,1,1.0,0.5806451612903226,0.2679999999999999,3,0.6642771804062126,0.5356282704264509,0.2495428204837042,1,0,0,3,1
1,0,0.0,0.6290322580645161,0.0020000000000000018,4,0.34647550776583036,0.6502499082396364,0.8484235895772329,1,0,1,4,1
0,0,0.0,0.5,0.30799999999999994,7,0.2927120669056153,0.0,0.4390524316755528,3,1,0,5,1
0,1,2.0,0.24193548387096775,0.582,2,0.17204301075268819,0.5826811993666433,0.27877968889322396,2,1,1,1,1
0,0,0.0,0.16129032258064518,0.7659999999999999,5,0.7335722819593787,0.0,0.06340488476563898,2,0,0,5,0
1,1,0.0,0.3709677419354839,0.906,9,0.48267622461170845,0.5489993965278891,0.8350920792400788,2,1,1,5,0
2,0,0.0,0.33870967741935487,0.648,6,0.5567502986857825,0.0,0.04745868944357595,2,1,1,3,0
2,0,1.0,0.33870967741935487,0.378,6,0.6332138590203106,0.24732065517118926,0.29858930823750884,1,1,0,4,0
1,1,3.0,0.19354838709677424,0.566,2,0.7347670250896057,0.4375753518091749,0.6987426581156001,2,1,1,2,0
1,1,3.0,0.5645161290322581,0.7279999999999999,1,0.9999999999999999,0.39514792639513524,0.3623520193944907,1,1,1,3,1
0,1,2.0,0.27419354838709675,0.5419999999999999,7,0.12783751493428913,0.34922262660508896,0.0002581855039073891,1,0,1,2,0
0,1,0.0,0.29032258064516125,0.47999999999999987,1,0.5388291517323776,0.0,0.24414814973478055,2,0,1,1,0
2,0,3.0,0.30645161290322587,0.378,1,0.18637992831541217,0.521816686607698,0.010484963859784702,2,0,0,1,0
2,1,3.0,0.19354838709677424,0.662,2,0.6308243727598566,0.4427814097747815,0.34478569627285527,1,0,1,5,0
0,1,0.0,0.532258064516129,0.43600000000000005,4,0.4898446833930704,0.0,0.33277759308152927,3,1,1,2,0
1,1,1.0,0.24193548387096775,0.672,9,0.9713261648745518,0.5656403761383756,0.9205632918066213,2,1,0,4,0
1,0,2.0,0.4838709677419355,0.2639999999999999,2,0.8924731182795699,0.27632522033149,0.5132119763041858,1,0,0,5,1
1,0,2.0,0.5161290322580645,0.598,5,0.17801672640382316,0.6193483577336122,0.4366966828792883,1,1,1,5,1
2,0,0.0,0.3870967741935484,0.7339999999999999,5,0.7108721624850657,0.7584983209716742,0.4967333453209345,1,0,1,1,1
2,1,1.0,0.5483870967741935,0.886,2,0.8602150537634409,0.0,0.7958863177046943,1,0,1,5,1
0,1,2.0,0.20967741935483875,0.4859999999999999,9,0.4838709677419355,0.0,0.1020951761148932,2,1,0,2,0
1,1,2.0,0.19354838709677424,0.029999999999999916,0,0.2138590203106332,0.5092110107334815,0.40760229443286694,1,0,1,4,1
2,1,2.0,0.7258064516129032,0.568,10,0.2234169653524492,0.0,0.15354560662508307,2,0,1,3,1
1,1,1.0,0.5,0.396,9,0.3022700119474313,0.4321989457950836,0.6352350296322791,1,0,0,1,1
2,1,0.0,0.8064516129032258,0.376,9,0.10633213859020307,0.0,0.5522474825411999,2,0,1,3,1
1,0,1.0,0.22580645161290325,0.588,8,0.8363201911589008,0.5640891088489355,0.8357402704877253,1,1,1,1,1
0,0,1.0,0.27419354838709675,0.7439999999999999,2,0.8602150537634409,0.6534282106332496,0.07495051611327272,2,1,1,1,0
0,0,2.0,0.32258064516129037,0.256,4,0.46356033452807643,0.6851940164231621,0.258881738978209,1,0,1,5,1
0,0,0.0,0.6290322580645161,0.842,4,0.5842293906810035,0.0,0.42931620077253463,1,0,0,4,1
2,0,3.0,0.29032258064516125,0.7499999999999999,4,0.5973715651135005,0.472384066375316,0.6560091287267681,1,0,0,1,1
0,1,2.0,0.7258064516129032,0.16199999999999992,6,0.9080047789725209,0.6416266062447906,0.8403486239973792,1,1,1,2,0
0,0,3.0,0.5,0.9400000000000001,1,0.6164874551971326,0.0,0.5955207042103454,2,1,1,1,0
2,1,2.0,0.6129032258064516,0.6940000000000001,5,0.0896057347670251,0.4416216560277522,0.2509216782087781,1,1,1,1,1
1,0,0.0,0.3548387096774194,0.15599999999999992,3,0.7108721624850657,0.5151418649699566,0.36425565579643465,2,0,1,2,1
0,1,2.0,0.4516129032258065,0.7419999999999999,1,0.7658303464755077,0.46139976593683923,0.5147647426600173,2,0,0,3,0
0,1,0.0,0.5161290322580645,0.4979999999999999,3,0.32497013142174436,0.4829038355772258,0.019726193247170405,1,0,0,2,1
0,1,0.0,0.3870967741935484,0.43400000000000005,2,0.9510155316606929,0.0,0.840230716448008,2,1,1,5,0
2,0,1.0,0.04838709677419356,0.59,1,0.3655913978494624,0.0,0.14330231320498993,2,0,0,5,0
2,1,2.0,0.29032258064516125,0.572,1,0.09677419354838707,0.0,0.37011935436908777,3,1,1,5,1
2,0,3.0,0.16129032258064518,0.61,3,0.8685782556750298,0.453617841411228,0.38411276846175235,2,1,0,5,0
0,1,2.0,0.09677419354838712,0.93,7,0.3524492234169654,0.6852292897088217,0.8904983180408008,1,1,0,2,0
1,0,2.0,0.5806451612903226,0.6980000000000001,3,0.09318996415770608,0.4424478480485843,0.7797814776748612,1,1,1,5,1
0,1,0.0,0.5,0.5499999999999999,6,0.8028673835125447,0.6912563583086664,0.828201343855798,1,0,1,3,1
2,0,2.0,0.30645161290322587,0.364,5,0.43488649940262836,0.0,0.03338089838646321,2,1,0,5,0
0,0,3.0,0.20967741935483875,0.20199999999999996,7,0.3524492234169654,0.561709417556746,0.10157775414844651,1,1,0,5,0
0,1,3.0,0.5161290322580645,0.45999999999999985,0,0.4599761051373954,0.5007904205249232,0.2875089012442699,1,0,1,3,1
0,1,1.0,0.30645161290322587,0.8119999999999999,3,0.6140979689366786,0.5285954946887002,0.29468004240067575,1,1,1,1,0
0,0,2.0,0.25806451612903225,0.9999999999999999,6,0.8817204301075269,0.40361610564671896,0.1672036648228682,1,0,1,1,0
2,0,3.0,0.5806451612903226,0.87,1,0.14814814814814814,0.0,0.22531637232901988,2,0,1,5,1
0,1,3.0,0.27419354838709675,0.602,0,0.4492234169653524,0.7246845123452316,0.18432773454306342,2,1,0,5,1
1,0,3.0,0.25806451612903225,0.252,8,0.7992831541218638,0.44601945754150624,0.9865501817482816,1,1,0,3,1
0,0,1.0,0.3548387096774194,0.644,3,0.7072879330943846,0.0,0.5659154998231637,1,0,1,5,1
2,0,1.0,0.3709677419354839,0.5379999999999999,8,0.997610513739546,0.0,0.3992390659139734,3,1,1,2,1
1,1,2.0,0.11290322580645162,0.59,1,0.8267622461170848,0.627362368521817,0.46533090158187784,2,0,1,4,0
0,1,0.0,0.1774193548387097,0.4999999999999999,8,0.6869772998805257,0.0,0.17343660019486773,2,1,0,4,0
2,0,2.0,0.16129032258064518,0.888,5,0.6821983273596176,0.0,0.4334365091117863,2,1,0,3,0
0,0,3.0,0.4838709677419355,0.574,7,0.2329749103942652,0.5213550649189878,0.6601726765068757,2,1,1,1,1
1,1,1.0,0.4193548387096775,0.5359999999999999,5,0.6033452807646356,0.6295617077037136,0.6966652632198459,2,0,0,5,0
0,1,3.0,0.19354838709677424,0.9480000000000001,0,0.9725209080047789,0.5326227074905194,0.8105501933588724,1,1,1,1,0
2,0,3.0,0.25806451612903225,0.5479999999999999,6,0.3643966547192353,0.0,0.002456440642331903,1,0,1,5,1
2,0,0.0,0.5967741935483871,0.576,2,0.26045400238948624,0.6210817308334233,0.5449745985800948,1,1,0,2,1
2,0,2.0,0.11290322580645162,0.67,10,0.47431302270011944,0.5121985185299738,0.6079074027374068,1,0,1,3,0
1,1,0.0,0.30645161290322587,0.41200000000000003,9,0.45639187574671447,0.5779981824492966,0.45459600975029374,2,0,1,1,1
2,1,0.0,0.6129032258064516,0.44600000000000006,3,0.3476702508960573,0.616464517525821,0.5773792564888063,1,1,0,5,1
0,0,1.0,0.3548387096774194,0.38,3,0.5890083632019115,0.6588257407619166,0.9997669374119602,1,1,0,4,0
0,1,1.0,0.20967741935483875,0.5079999999999999,6,0.2341696535244922,0.5374197149129354,0.9605633778851379,1,0,1,3,0
0,1,1.0,0.3870967741935484,0.906,5,0.44324970131421737,0.0,0.9827718353295958,1,0,1,1,1
0,0,1.0,0.532258064516129,0.41200000000000003,8,0.5782556750298685,0.2445380911429019,0.9945016346660606,1,0,1,4,1
2,1,1.0,0.29032258064516125,0.876,10,0.1433691756272401,0.436961676352339,0.08036020055693802,1,1,1,4,0
0,1,1.0,0.1774193548387097,0.384,9,0.7132616487455197,0.0,0.04129066327850949,1,0,1,3,0
0,0,0.0,0.3870967741935484,0.606,1,0.27956989247311825,0.0,0.028408763053218992,2,1,1,2,0
1,1,3.0,0.32258064516129037,0.44000000000000006,1,0.41338112305854235,0.5069850471958556,0.7360540416941312,1,0,1,2,1
0,1,3.0,0.30645161290322587,0.388,3,0.927120669056153,0.33677701571980884,0.3997663468733004,1,0,0,5,0
0,0,0.0,0.6774193548387097,0.7979999999999999,6,0.6630824372759856,0.0,0.08951630229513852,1,0,1,5,1
2,0,2.0,0.1774193548387097,0.594,2,0.25089605734767023,0.0,0.8955214999361667,2,0,1,1,0
0,1,2.0,0.467741935483871,0.622,5,0.17323775388291518,0.0,0.5362469376441721,1,1,0,4,1
2,0,0.0,0.1774193548387097,0.47999999999999987,2,0.7228195937873357,0.6653329246149304,0.6125386271087172,2,0,1,3,0
1,0,2.0,0.33870967741935487,0.42400000000000004,6,0.3799283154121864,0.5203906494465542,0.04885941711732356,1,0,1,5,1
0,1,1.0,0.3709677419354839,0.38,3,0.7383512544802867,0.0,0.6055868860781362,2,0,1,2,0
1,1,2.0,0.1774193548387097,0.6940000000000001,0,0.1242532855436081,0.6883015331045367,0.7091830313020021,1,0,0,2,0
1,0,0.0,0.30645161290322587,0.682,7,0.9498207885304658,0.4905084371108605,0.4908011342546103,1,1,1,5,1
2,1,2.0,0.3709677419354839,0.5459999999999999,2,0.6762246117084826,0.5676094624713963,0.14356710473458364,1,0,1,4,0
2,0,3.0,0.24193548387096775,0.638,8,0.48028673835125446,0.0,0.6428178462985011,2,1,0,1,0
1,1,0.0,0.08064516129032262,0.5539999999999999,5,0.965352449223417,0.7343414212519513,0.5155075702301855,1,0,1,2,0
2,0,3.0,0.4193548387096775,0.7239999999999999,2,0.2043010752688172,0.0,0.22844432549149707,2,0,0,5,0
1,0,2.0,0.19354838709677424,0.5539999999999999,4,0.27837514934289126,0.31834048637038254,0.6492679297421142,2,0,1,4,0
1,0,0.0,0.1774193548387097,0.674,4,0.8709677419354839,0.314626348889304,0.6107711649180799,1,0,1,4,1
0,0,3.0,0.7258064516129032,0.362,1,0.8900836320191158,0.4572203399396146,0.12218745328551439,1,1,0,2,1
0,1,0.0,0.09677419354838712,0.5239999999999999,1,0.5400238948626045,0.7282042282585731,0.8595105525505089,1,1,1,3,0
0,1,0.0,0.1774193548387097,0.4819999999999999,6,0.49581839904420544,0.0,0.5434602172371528,2,1,1,3,0
1,1,0.0,0.25806451612903225,0.83,5,0.9056152927120668,0.34298854168240184,0.5211190887768278,2,1,1,3,0
1,1,0.0,0.33870967741935487,0.618,8,0.5161290322580645,0.207679261328773,0.5398554791753297,2,1,1,1,0
0,0,3.0,0.12903225806451613,0.668,5,0.8733572281959378,0.34714855740830874,0.5305042494511368,1,0,0,5,0
0,0,1.0,0.4032258064516129,0.7179999999999999,8,0.8363201911589008,0.0,0.8404859993042653,2,0,0,4,1
1,1,3.0,0.532258064516129,0.642,3,0.5866188769414575,0.38617854763262655,0.88236274717984,1,0,1,3,1
2,0,3.0,0.3709677419354839,0.624,4,0.6523297491039426,0.3601094372619577,0.37931048806168544,1,0,1,3,1
0,1,0.0,0.3870967741935484,0.30199999999999994,9,0.3428912783751493,0.4568836295246409,0.4571069000588887,1,1,0,4,0
0,0,0.0,0.1774193548387097,0.58,3,0.9474313022700119,0.0,0.013271805877731371,2,0,1,1,0
1,0,3.0,0.467741935483871,0.604,0,0.6367980884109916,0.5045789308320363,0.19371189430438973,2,1,1,1,1
0,1,2.0,0.24193548387096775,0.5079999999999999,3,0.2544802867383512,0.5925094128855266,0.21192330584342506,1,0,0,5,0
1,0,2.0,0.12903225806451613,0.8119999999999999,5,0.42413381123058536,0.6183527343711545,0.6753301023528612,1,1,0,1,1
0,0,1.0,0.19354838709677424,0.674,6,0.41577060931899634,0.0,0.8963934953267623,2,0,0,2,0
0,0,3.0,0.33870967741935487,0.624,5,0.8458781362007167,0.55624994992987,0.3080032952057219,2,0,1,4,0
2,0,0.0,0.25806451612903225,0.612,6,0.1015531660692951,0.23865199611523552,0.06976798887104874,1,0,1,5,1
1,0,1.0,0.532258064516129,0.63,9,0.8124253285543607,0.4408579196437885,0.00510971082272695,2,1,0,2,1
1,0,0.0,0.532258064516129,0.594,1,0.8172043010752689,0.47725261678954994,0.2745642437749593,2,0,0,3,1
2,1,1.0,0.6290322580645161,0.7119999999999999,7,0.6427718040621266,0.0,0.0893285310195695,1,0,1,1,1
2,1,3.0,0.11290322580645162,0.398,6,0.6857825567502986,0.7726571374058688,0.10763998381123342,1,1,0,3,0
1,1,2.0,0.4838709677419355,0.5019999999999999,9,0.3906810035842294,0.6521801740300216,0.2088141698450241,1,1,0,1,1
0,0,2.0,0.3548387096774194,0.4959999999999999,9,0.1923536439665472,0.0,0.3421663069969272,1,0,1,3,1
2,1,3.0,0.532258064516129,0.7419999999999999,0,0.28912783751493426,0.6748243081483802,0.5454305144437499,1,0,1,2,1
0,1,2.0,0.1774193548387097,0.5619999999999999,7,0.5424133811230585,0.0,0.6295015498386853,2,1,0,3,0
1,0,1.0,0.4838709677419355,0.652,2,0.8554360812425329,0.49598775343407364,0.07495226771099259,1,0,1,4,1
2,1,2.0,0.7258064516129032,0.6900000000000001,1,0.6451612903225806,0.5827183857796606,0.6335633047684445,1,1,1,3,1
2,1,3.0,0.435483870967742,0.47399999999999987,6,0.6798088410991636,0.0,0.7936892636618491,1,0,0,3,0
0,0,2.0,0.24193548387096775,0.84,4,0.4946236559139785,0.0,0.13006258658835657,1,0,1,4,1
2,1,2.0,0.1774193548387097,0.85,10,0.8960573476702508,0.0,0.3405715523414682,2,1,1,2,0
0,0,1.0,0.3709677419354839,0.344,7,0.16726403823178015,0.0,0.88424976842627,2,1,0,2,0
2,1,1.0,0.12903225806451613,0.4859999999999999,9,0.5316606929510155,0.3038161828972074,0.8381298501428077,1,0,1,5,0
1,1,1.0,0.25806451612903225,0.7199999999999999,9,0.1123058542413381,0.535119099551535,0.7355855643725424,2,0,1,5,0
1,0,2.0,0.6451612903225806,0.6880000000000001,1,0.1911589008363202,0.5707983667791174,0.5131521217078158,1,0,0,4,1
1,1,1.0,0.29032258064516125,0.398,6,0.6654719235364396,0.5556932298687487,0.41984115811237216,1,0,0,1,1
2,0,3.0,0.12903225806451613,0.45000000000000007,7,0.21863799283154123,0.0,0.5625925688116415,2,0,1,2,0
1,0,1.0,0.6129032258064516,0.568,3,0.9569892473118279,0.4633404742140525,0.21188391991755276,1,1,0,4,1
2,0,0.0,0.4032258064516129,0.4899999999999999,5,0.31899641577060933,0.0,0.5257698309513023,2,0,0,1,0
2,1,3.0,0.19354838709677424,0.7879999999999999,1,0.5304659498207885,0.5104268430261865,0.6077229845203301,1,0,1,2,0
1,1,2.0,0.6935483870967742,0.29599999999999993,7,0.6738351254480286,0.40834611375479185,0.9366334001559522,1,0,1,2,1
0,0,3.0,0.27419354838709675,0.9999999999999999,2,0.41099163679808837,0.5123534021323161,0.3772801360761218,4,0,1,3,1
0,0,0.0,0.5806451612903226,0.64,2,0.5675029868578255,0.3806610086190772,0.31589594448576264,1,1,1,2,0
0,0,1.0,0.32258064516129037,0.624,2,0.8315412186379928,0.384537841639209,0.6013868550198063,1,0,1,2,0
0,0,2.0,0.09677419354838712,0.5499999999999999,1,0.4862604540023895,0.0,0.9052146915809254,2,1,1,2,0
2,1,0.0,0.30645161290322587,0.572,1,0.4790919952210274,0.4589005041847868,0.2622004661552035,1,0,1,4,0
2,0,2.0,0.3870967741935484,0.5059999999999999,6,0.8112305854241338,0.0,0.4521430222577524,1,1,1,4,0
1,1,0.0,0.32258064516129037,0.37,8,0.7431302270011947,0.5080757689307241,0.30369706727991935,1,0,0,2,1
1,1,2.0,0.20967741935483875,0.818,4,0.2258064516129032,0.3941835906363417,0.23892328387338507,1,1,1,1,0
1,1,1.0,0.30645161290322587,0.2719999999999999,9,0.8590203106332138,0.45922226829227764,0.7251793723645021,2,0,1,1,0
0,1,3.0,0.5645161290322581,0.848,4,0.5412186379928315,0.45320903000895707,0.7696829663177266,1,1,1,3,1
1,1,0.0,0.4193548387096775,0.686,5,0.2927120669056153,0.4966222740077456,0.2347460235854134,2,1,1,2,1
0,1,0.0,0.3548387096774194,0.9879999999999999,7,0.19474313022700118,0.4517696408131286,0.1592080215968996,1,0,1,4,1
0,1,3.0,0.19354838709677424,0.47599999999999987,3,0.4886499402628435,0.4583816481026221,0.8846406749916936,1,0,0,1,0
0,1,0.0,0.3870967741935484,0.7939999999999999,4,0.26762246117084826,0.3197089304266924,0.5762767007926279,1,0,1,5,1
0,0,2.0,0.4032258064516129,0.62,1,0.6654719235364396,0.0,0.5601827206686579,1,1,0,5,1
0,0,3.0,0.32258064516129037,0.646,2,0.9450418160095578,0.6778127326517314,0.674663344169384,2,0,0,5,1
0,1,3.0,0.06451612903225812,0.626,6,0.3739545997610514,0.0,0.6592783607567642,2,1,0,4,0
0,0,0.0,0.4193548387096775,0.2659999999999999,5,0.8243727598566307,0.5453867345104142,0.9622184375478091,1,0,1,1,1
2,1,2.0,0.435483870967742,0.404,9,0.6690561529271206,0.0,0.13342575430178635,2,0,1,2,0
0,1,2.0,0.5161290322580645,0.592,0,0.25567502986857826,0.4150260370654875,0.9093450090500048,2,0,1,4,1
1,1,2.0,0.3548387096774194,0.9999999999999999,6,0.3548387096774194,0.3770737353959132,0.18316077009644344,1,0,1,5,0
1,1,0.0,0.25806451612903225,0.33999999999999997,8,0.10274790919952209,0.47835700941366277,0.0012592986692811846,2,1,1,5,0
0,1,3.0,0.33870967741935487,0.5499999999999999,2,0.3452807646356033,0.0,0.5020144124463128,2,0,1,3,0
0,0,3.0,0.532258064516129,0.5099999999999999,9,0.6117084826762246,0.4175433141001592,0.8281693646859983,1,1,1,1,1
2,0,2.0,0.24193548387096775,0.42000000000000004,9,0.43966547192353644,0.0,0.9171688956081289,1,1,0,1,0
1,1,1.0,0.8064516129032258,0.41400000000000003,2,0.8661887694145759,0.3993431755498817,0.19269872013757344,1,1,1,1,0
1,0,1.0,0.30645161290322587,0.61,4,0.5232974910394265,0.4338923425044806,0.3976793932585608,1,0,1,1,1
0,1,3.0,0.5806451612903226,0.7719999999999999,7,0.30824372759856633,0.4453181369375909,0.424530935893175,2,1,0,3,0
2,0,2.0,0.1774193548387097,0.7119999999999999,1,0.09557945041816007,0.8349613582152021,0.6664876366978139,1,1,1,2,1
0,0,2.0,0.3709677419354839,0.64,10,0.25686977299880526,0.0,0.407923437363391,3,0,1,4,0
0,1,3.0,0.24193548387096775,0.5599999999999999,9,0.8375149342891278,0.0,0.32385960854193147,2,0,1,4,0
0,1,0.0,0.4838709677419355,0.46599999999999986,3,0.2843488649940263,0.3636796517661813,0.29990210570571946,1,0,1,4,1
2,1,3.0,0.30645161290322587,0.354,5,0.34647550776583036,0.3735489975232574,0.6956444320687115,2,1,1,3,0
0,0,0.0,0.3709677419354839,0.7959999999999999,2,0.8757467144563919,0.36517492022358566,0.3555621259932247,1,1,1,5,0
1,0,2.0,0.4838709677419355,0.5019999999999999,8,0.5065710872162484,0.4814014327490497,0.3195361148671761,1,0,1,2,1
0,0,2.0,0.25806451612903225,0.5339999999999999,0,0.9199522102747909,0.5230994385011062,0.9165223558669039,2,0,1,5,0
0,0,2.0,0.3548387096774194,0.5579999999999999,9,0.8530465949820788,0.5476693345891952,0.8797321977241541,1,0,1,4,1
2,1,2.0,0.29032258064516125,0.682,7,0.6750298685782556,0.517878155230277,0.37820903336978823,1,0,0,1,1
1,0,0.0,0.20967741935483875,0.616,3,0.8554360812425329,0.530107782008225,0.7319052073348704,1,1,0,3,1
1,1,1.0,0.1774193548387097,0.602,3,0.4014336917562724,0.4858150175635056,0.2724423082514716,1,0,1,1,1
0,1,3.0,0.4516129032258065,0.7279999999999999,1,0.6977299880525687,0.0,0.7610744140267545,1,0,1,2,1
0,0,3.0,0.3548387096774194,0.64,3,0.49581839904420544,0.18877963558829802,0.7431162334723618,1,1,1,2,1
2,1,2.0,0.32258064516129037,0.67,4,0.959378733572282,0.0,0.17912919269311503,2,1,1,4,0
1,1,3.0,0.24193548387096775,0.58,8,0.3034647550776583,0.3255394251905226,0.17432806334297826,2,0,0,2,0
0,1,1.0,0.3548387096774194,0.5059999999999999,4,0.34050179211469533,0.4098614700494532,0.19386363271257875,2,1,1,3,0
0,1,3.0,0.20967741935483875,0.44600000000000006,2,0.5567502986857825,0.0,0.4597475587357007,2,1,1,3,0
0,0,0.0,0.29032258064516125,0.684,3,0.7216248506571087,0.0,0.04098973879023751,2,1,1,5,0
0,0,3.0,0.33870967741935487,0.4899999999999999,9,0.25806451612903225,0.5437363433097478,0.7590226425033594,1,1,1,1,0
0,1,2.0,0.24193548387096775,0.634,4,0.8028673835125447,0.0,0.6593163954501098,2,1,1,5,0
0,1,3.0,0.25806451612903225,0.356,1,0.7335722819593787,0.5004697325515711,0.8841640902749441,1,1,1,5,0
1,1,1.0,0.5161290322580645,0.91,9,0.09916367980884111,0.5182318446505513,0.3147774742731582,1,0,1,2,1
2,1,0.0,0.7903225806451613,0.662,7,0.33572281959378736,0.0,0.8188627756808373,2,1,0,1,0
0,1,3.0,0.3548387096774194,0.5079999999999999,1,0.8626045400238948,0.3360528571580597,0.18075162259254776,1,0,0,3,0
2,1,1.0,0.25806451612903225,0.344,9,0.9677419354838709,0.5039348446215752,0.8715788606577488,1,0,1,3,1
1,1,3.0,0.20967741935483875,0.402,9,0.6989247311827956,0.32799699670890287,0.4577850686503694,2,1,1,3,0
0,1,0.0,0.5,0.8039999999999999,2,0.986857825567503,0.3134891939591888,0.03806897461519525,1,0,1,2,0
0,0,3.0,0.467741935483871,0.41600000000000004,9,0.10513739545997608,0.0,0.518951011164834,2,0,1,2,0
2,0,1.0,0.6290322580645161,0.45999999999999985,0,0.30585424133811234,0.5453249564394851,0.5426799555214289,1,1,0,5,0
0,0,3.0,0.6129032258064516,0.83,1,0.9330943847072878,0.0,0.06574587009540753,1,0,1,3,1
2,1,1.0,0.7258064516129032,0.358,4,0.6332138590203106,0.38315999137338996,0.5437019877681427,3,0,1,3,1
1,1,3.0,0.25806451612903225,0.7659999999999999,3,0.7120669056152926,0.39991520062986535,0.24255844968988463,3,0,1,4,1
0,1,0.0,0.08064516129032262,0.652,1,0.5185185185185185,0.42960657851161804,0.5819661904606287,1,1,0,5,0
0,1,3.0,0.6451612903225806,0.5219999999999999,8,0.15651135005973715,0.0,0.5383607157268502,2,1,0,5,1
