CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
582,France,Female,39,1,132077.48,2,1,0,192255.15,0,0,3,GOLD,348
468,France,Male,22,2,0.0,2,1,0,28123.99,0,0,5,PLATINUM,241
702,Spain,Female,38,9,0.0,2,1,1,158527.45,0,0,2,SILVER,629
639,France,Male,38,3,0.0,1,1,0,42862.82,0,0,1,SILVER,600
704,France,Male,24,2,148197.15,2,1,0,182775.08,0,0,1,PLATINUM,871
664,Spain,Male,32,5,133705.74,1,0,0,134455.84,0,0,1,SILVER,977
598,France,Male,47,2,0.0,2,1,1,186116.54,0,0,1,PLATINUM,316
691,Spain,Male,35,6,0.0,2,0,1,178038.17,0,0,4,GOLD,686
601,France,Male,32,8,93012.89,1,1,0,86957.42,0,0,2,GOLD,799
685,Spain,Female,25,10,128509.63,1,1,0,121562.33,0,0,3,DIAMOND,560
529,France,Female,27,1,0.0,2,1,1,37769.98,0,0,5,PLATINUM,333
718,France,Female,67,7,0.0,3,1,1,82782.08,0,0,5,PLATINUM,710
737,Germany,Male,35,0,133377.8,1,0,1,64050.19,0,0,1,DIAMOND,666
528,Spain,Male,43,7,97473.87,2,1,1,159823.16,0,0,3,PLATINUM,654
688,France,Male,52,1,0.0,2,1,1,172033.57,0,0,1,DIAMOND,635
540,Spain,Male,67,1,88382.01,1,0,1,59457.0,0,0,4,GOLD,409
634,Spain,Male,34,1,0.0,2,1,0,61995.57,0,0,5,SILVER,522
835,France,Male,25,7,0.0,2,1,1,83449.65,0,0,3,SILVER,343
678,France,Female,31,1,0.0,2,0,1,130446.65,0,0,2,GOLD,246
477,Spain,Female,48,2,129120.64,1,0,1,26475.79,0,0,3,GOLD,238
581,France,Male,37,7,0.0,2,1,1,74320.75,0,0,1,SILVER,754
659,France,Female,37,1,151105.68,1,1,1,140934.57,0,0,5,SILVER,781
783,Spain,Female,37,1,136689.66,1,1,0,197890.65,0,0,1,GOLD,412
663,Spain,Female,33,8,122528.18,1,1,0,196260.3,0,0,4,SILVER,261
654,Spain,Male,34,5,0.0,2,1,0,159311.46,0,0,3,PLATINUM,527
736,Spain,Female,28,2,0.0,2,1,1,117431.1,0,0,3,PLATINUM,457
577,Spain,Male,43,6,0.0,2,1,1,149457.81,0,0,3,DIAMOND,446
719,France,Male,32,9,146605.27,1,1,1,77119.45,0,0,2,GOLD,603
592,France,Female,38,8,119278.01,2,0,1,19370.73,0,0,3,GOLD,619
739,France,Male,37,7,104960.46,1,0,1,80883.82,0,0,5,SILVER,384
667,Germany,Female,36,1,114391.62,1,1,1,53412.54,0,0,5,SILVER,874
439,France,Female,66,9,0.0,1,1,0,65535.56,0,0,1,SILVER,764
665,Germany,Male,32,1,132178.67,1,0,0,11865.76,0,0,1,GOLD,274
560,France,Female,35,1,0.0,2,1,0,3701.63,0,0,5,DIAMOND,901
686,France,Female,35,8,105419.73,1,1,0,35356.46,0,0,5,DIAMOND,887
540,Spain,Female,28,6,84121.04,1,0,1,80698.54,0,0,3,SILVER,939
592,Spain,Female,41,2,138734.94,1,1,0,90020.74,0,0,1,PLATINUM,308
522,Germany,Male,32,8,124450.36,2,1,1,165786.1,0,0,3,GOLD,721
663,France,Male,22,6,0.0,2,0,1,131827.15,0,0,4,PLATINUM,476
433,Spain,Male,34,9,152806.74,1,1,0,19687.99,0,0,5,DIAMOND,398
547,France,Female,48,1,179380.74,2,0,1,69263.1,0,0,3,DIAMOND,672
636,Germany,Female,29,3,97325.15,1,0,1,131924.38,0,0,3,SILVER,945
604,Spain,Male,40,5,155455.43,1,0,1,113581.85,0,0,4,GOLD,742
593,Spain,Male,31,8,112713.34,1,1,1,176868.89,0,0,2,GOLD,710
732,France,Male,79,10,61811.23,1,1,1,104222.8,0,0,1,SILVER,726
574,Spain,Male,34,5,0.0,2,0,0,28269.86,0,0,5,DIAMOND,626
676,France,Female,34,8,100359.54,1,0,0,46038.28,0,0,1,GOLD,444
692,Germany,Female,43,2,69014.49,2,0,0,164621.43,0,0,3,DIAMOND,708
636,France,Female,38,1,0.0,1,1,0,45015.38,0,0,3,DIAMOND,360
484,France,Female,29,4,130114.39,1,1,0,164017.89,0,0,1,GOLD,249
589,Germany,Female,41,7,92618.62,1,1,1,101178.85,0,0,5,SILVER,235
809,France,Male,38,3,0.0,2,1,1,80061.31,0,0,3,DIAMOND,533
623,France,Male,23,1,106012.2,2,0,1,191415.94,0,0,2,GOLD,919
599,France,Female,43,4,0.0,1,1,0,170347.1,0,0,5,PLATINUM,550
659,France,Male,35,6,0.0,2,1,1,58879.11,0,0,1,GOLD,710
608,Spain,Male,27,4,153325.1,1,1,1,199953.33,0,0,3,SILVER,778
569,France,Male,43,7,0.0,2,1,0,52534.81,0,0,1,PLATINUM,367
670,France,Male,37,4,170557.91,2,1,0,198252.88,0,0,5,GOLD,729
604,Spain,Female,35,7,147285.52,1,1,1,57807.05,0,0,5,PLATINUM,1000
746,France,Male,25,9,0.0,2,0,1,88728.47,0,0,3,SILVER,746
634,France,Female,41,8,68213.99,1,1,1,6382.46,0,0,3,SILVER,911
646,France,Male,26,4,139848.17,1,1,0,164696.27,0,0,2,DIAMOND,915
678,France,Male,28,2,109137.12,1,1,1,58814.41,0,0,2,GOLD,433
693,Germany,Male,46,2,104763.41,1,1,1,62368.33,0,0,5,GOLD,872
681,France,Female,18,1,98894.39,1,1,1,9596.4,0,0,1,GOLD,553
541,Germany,Male,51,7,90373.28,2,1,0,179861.79,0,0,4,PLATINUM,935
679,Spain,Female,40,7,0.0,2,1,1,163757.29,0,0,2,GOLD,610
566,Spain,Male,44,5,0.0,2,1,0,66462.79,0,0,5,PLATINUM,294
625,France,Female,52,2,79468.96,1,1,1,84606.03,0,0,2,PLATINUM,629
608,France,Male,33,9,89968.69,1,1,0,68777.26,0,0,3,GOLD,614
548,France,Female,35,10,0.0,1,1,1,31299.71,0,0,5,SILVER,638
700,Spain,Male,28,8,159900.38,1,0,0,22698.56,0,0,1,GOLD,227
597,France,Female,29,5,0.0,2,1,1,174825.57,0,0,2,GOLD,347
593,France,Male,33,1,0.0,2,0,0,9984.4,0,0,4,DIAMOND,357
812,Germany,Male,33,2,127154.14,2,0,1,105383.49,0,0,1,SILVER,344
553,France,Male,41,1,0.0,2,1,0,90607.31,0,0,2,PLATINUM,534
590,France,Female,76,5,160979.68,1,0,1,13848.58,0,0,4,PLATINUM,924
693,France,Male,21,1,0.0,2,1,1,3494.02,0,0,3,PLATINUM,931
674,Germany,Male,44,3,88902.21,1,1,0,73731.32,0,0,3,SILVER,729
621,France,Male,35,7,87619.29,1,1,0,143.34,0,0,2,DIAMOND,270
850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0,0,5,GOLD,739
700,Spain,Male,31,7,0.0,2,0,1,145151.96,0,0,1,GOLD,676
850,France,Female,35,6,81684.97,1,1,0,824.0,0,0,5,SILVER,576
850,Germany,Male,53,2,94078.97,2,1,0,36980.54,0,0,4,GOLD,325
658,France,Female,24,2,0.0,2,1,1,84694.49,0,0,3,PLATINUM,698
607,Germany,Male,40,5,90594.55,1,0,1,181598.25,0,0,4,DIAMOND,762
720,France,Male,44,4,0.0,2,1,0,163471.01,0,0,1,PLATINUM,311
850,Spain,Male,28,9,97408.03,1,1,1,175853.64,0,0,3,GOLD,962
608,Spain,Male,48,7,75801.74,1,1,0,125762.95,0,0,4,PLATINUM,964
681,France,Female,41,0,120549.29,2,1,0,175722.31,0,0,5,SILVER,257
673,France,Male,72,1,0.0,2,0,1,111981.19,0,0,3,SILVER,865
818,France,Female,31,1,186796.37,1,0,0,178252.63,0,0,4,PLATINUM,417
713,Germany,Female,61,4,149525.34,2,1,0,123663.63,0,0,2,SILVER,798
586,Germany,Female,56,9,100781.75,2,1,1,54448.41,0,0,3,PLATINUM,877
667,Spain,Male,35,4,97585.32,2,0,0,57213.46,0,0,4,GOLD,369
480,France,Male,35,2,165692.91,1,1,1,197984.58,0,0,5,GOLD,592
527,Spain,Male,37,5,93722.73,2,1,1,139093.73,0,0,3,PLATINUM,453
559,Spain,Female,40,7,144470.77,1,1,1,18917.95,0,0,3,SILVER,255
670,France,Female,31,9,0.0,1,0,1,76254.83,0,0,3,DIAMOND,761
613,Spain,Male,35,4,123557.65,2,0,1,170903.4,0,0,3,SILVER,438
631,Germany,Female,29,2,96863.52,2,1,1,31613.35,0,0,3,DIAMOND,958
644,France,Male,31,5,0.0,2,1,1,41872.17,0,0,4,GOLD,782
648,France,Male,33,7,134944.0,1,1,1,117036.38,0,0,2,PLATINUM,219
576,France,Female,50,8,0.0,2,1,1,57802.62,0,0,4,PLATINUM,905
682,France,Male,30,9,0.0,2,1,1,2053.42,0,0,5,SILVER,456
619,Spain,Female,56,7,0.0,2,1,1,42442.21,0,0,1,PLATINUM,652
782,Germany,Male,42,7,126428.38,1,1,0,39830.1,0,0,1,GOLD,367
660,Germany,Male,24,5,85089.3,1,1,1,71638.0,0,0,3,PLATINUM,809
567,Germany,Male,41,0,134378.89,1,1,1,105746.94,0,0,5,DIAMOND,624
603,France,Male,40,4,102833.46,2,1,1,38829.11,0,0,3,GOLD,448
516,Germany,Female,33,10,138847.9,1,1,1,127256.7,0,0,3,DIAMOND,465
804,France,Male,24,3,0.0,2,1,0,173195.33,0,0,4,SILVER,335
636,France,Male,34,8,0.0,2,1,0,38570.13,0,0,1,SILVER,474
516,Spain,Female,45,8,109044.3,1,0,1,115818.16,0,0,5,GOLD,229
610,France,Male,33,4,111582.11,1,0,0,113943.17,0,0,4,DIAMOND,692
591,France,Female,39,4,150500.64,1,1,0,14928.8,0,0,1,DIAMOND,733
449,France,Male,52,6,0.0,2,0,1,123622.0,0,0,3,PLATINUM,995
457,France,Male,40,10,134320.23,2,1,0,150757.35,0,0,5,DIAMOND,237
617,France,Female,35,5,0.0,2,0,1,13066.3,0,0,4,PLATINUM,882
608,Spain,Female,41,1,83807.86,1,0,1,112542.58,0,1,3,DIAMOND,456
573,France,Male,31,2,0.0,2,1,1,91957.39,0,0,3,PLATINUM,629
835,Spain,Male,38,7,86824.09,1,0,0,175905.97,0,0,2,GOLD,348
835,France,Male,28,2,163569.61,2,1,1,154559.28,0,0,5,PLATINUM,560
592,France,Female,31,2,84102.11,2,0,1,116385.24,0,0,1,PLATINUM,677
657,France,Female,28,7,0.0,2,0,1,5177.62,0,0,5,SILVER,352
500,Spain,Male,40,1,99004.24,1,1,1,152845.99,0,0,5,GOLD,481
529,France,Female,31,6,152310.55,1,1,0,13054.25,0,0,1,PLATINUM,691
769,France,Male,29,2,123757.52,2,1,0,84872.66,0,0,2,SILVER,503
675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,0,4,SILVER,749
787,France,Male,46,7,117685.31,2,1,1,93360.35,0,0,4,SILVER,890
764,Germany,Male,28,10,124023.18,1,1,0,166188.28,0,0,1,SILVER,508
498,Germany,Male,35,2,121968.11,2,0,1,188343.05,0,0,1,GOLD,563
760,France,Female,32,7,0.0,2,1,1,105969.05,0,0,4,SILVER,843
642,Germany,Male,30,8,134497.27,1,0,0,43250.54,0,0,3,GOLD,999
501,France,Male,40,4,125832.2,1,1,1,100433.83,0,0,3,DIAMOND,923
790,Spain,Male,20,8,0.0,2,1,0,168152.76,0,0,5,GOLD,425
673,France,Female,40,5,137494.28,1,1,0,81753.92,0,0,1,SILVER,748
611,France,Male,40,1,0.0,2,1,1,102547.56,0,0,2,SILVER,991
485,Spain,Female,30,7,0.0,1,1,0,107067.37,0,0,1,DIAMOND,829
645,France,Male,44,10,0.0,2,0,1,166707.22,0,0,4,PLATINUM,990
765,France,Male,44,6,0.0,2,1,1,159899.97,0,0,5,SILVER,877
716,Germany,Female,30,2,205770.78,2,0,0,65464.66,0,0,2,GOLD,764
631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0,0,3,SILVER,662
639,France,Male,37,5,98186.7,1,0,1,173386.95,0,0,3,DIAMOND,261
676,France,Male,38,8,0.0,2,1,1,133692.88,0,0,2,DIAMOND,864
744,Germany,Male,29,6,123737.04,2,1,0,141558.04,0,0,3,DIAMOND,916
816,Spain,Male,67,6,151858.98,1,1,1,72814.31,0,0,5,GOLD,459
559,France,Female,38,8,95139.41,1,1,1,86575.46,0,0,4,PLATINUM,286
814,France,Female,48,7,0.0,2,1,1,132870.15,0,0,1,GOLD,260
498,France,Female,30,1,0.0,2,0,0,135795.53,0,0,5,GOLD,371
594,France,Male,40,9,122417.17,2,0,1,190882.69,0,0,5,SILVER,394
731,Spain,Male,25,8,96950.21,1,1,0,97877.92,0,0,5,PLATINUM,448
477,Spain,Male,31,9,0.0,2,0,1,184061.17,0,0,1,SILVER,295
452,France,Male,30,7,112935.87,1,1,1,99017.34,0,0,1,DIAMOND,575
676,France,Male,38,1,0.0,2,0,1,35644.79,0,0,4,GOLD,498
611,France,Female,40,2,125879.29,1,1,0,93203.43,0,0,4,PLATINUM,319
754,France,Male,34,7,0.0,2,1,1,65219.85,0,0,3,GOLD,467
692,France,Female,42,2,0.0,2,1,0,145222.93,0,0,3,PLATINUM,498
599,France,Male,25,6,120383.41,1,1,1,24903.09,0,0,5,DIAMOND,648
704,France,Male,39,5,0.0,1,1,0,6416.92,0,0,1,GOLD,929
681,France,Male,32,3,148884.47,2,1,1,90967.37,0,0,5,DIAMOND,300
597,Germany,Female,35,8,131101.04,1,1,1,192852.67,0,0,3,SILVER,758
773,Spain,Male,37,2,103195.2,2,1,0,178268.36,0,0,4,SILVER,890
698,France,Female,27,1,94920.71,1,1,1,40339.9,0,0,1,DIAMOND,701
805,Germany,Male,24,6,143221.35,2,1,0,186035.72,0,0,5,DIAMOND,545
460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0,0,5,DIAMOND,366
638,France,Female,29,9,103417.74,1,1,1,15336.4,0,0,4,SILVER,492
714,Germany,Male,42,2,177640.09,1,0,1,47166.55,0,0,5,GOLD,809
710,Spain,Female,38,4,0.0,2,1,1,136390.88,0,0,4,DIAMOND,411
839,Spain,Female,33,10,75592.43,1,1,0,62674.42,0,0,3,PLATINUM,497
794,Spain,Female,28,5,0.0,2,0,1,86699.98,0,0,3,DIAMOND,734
632,France,Male,42,4,126115.6,1,1,0,100998.5,0,0,2,GOLD,572
591,France,Male,29,6,0.0,2,1,1,108684.65,0,0,3,SILVER,578
554,France,Male,39,2,129709.62,1,1,0,173197.12,0,0,1,PLATINUM,313
491,France,Male,33,5,83134.3,1,1,0,187946.55,0,0,1,PLATINUM,686
756,France,Female,24,1,0.0,2,1,0,184182.25,0,0,5,DIAMOND,896
602,France,Male,59,7,0.0,2,1,1,162347.05,0,0,3,SILVER,280
416,France,Male,32,0,0.0,2,0,1,878.87,0,0,5,GOLD,884
811,France,Female,35,7,0.0,1,1,1,178.19,0,0,5,SILVER,997
806,Germany,Male,34,2,96152.68,2,1,0,143711.02,0,0,2,GOLD,303
581,France,Male,35,4,0.0,2,0,1,86383.82,0,0,5,PLATINUM,453
539,France,Male,20,0,83459.86,1,1,1,146752.67,0,0,4,DIAMOND,814
568,France,Male,51,4,0.0,3,1,1,66586.56,0,0,2,SILVER,573
726,Germany,Male,50,9,94504.35,1,0,1,5078.9,0,0,1,GOLD,860
755,France,Male,36,8,0.0,2,1,0,176809.87,0,0,2,GOLD,549
687,France,Female,30,6,0.0,2,0,0,179206.92,0,0,2,GOLD,511
647,Spain,Female,64,1,91216.0,1,1,1,41800.18,0,0,1,DIAMOND,402
594,Spain,Female,38,7,96858.35,1,1,0,77511.45,0,0,1,DIAMOND,797
664,Germany,Male,36,6,71142.77,2,1,0,122433.09,0,0,3,DIAMOND,856
629,France,Female,37,6,129101.3,1,1,1,23971.33,0,0,1,DIAMOND,330
538,Spain,Female,31,0,0.0,2,0,0,179453.66,0,0,5,SILVER,798
627,Germany,Female,37,7,147361.57,1,1,1,133031.96,0,0,1,DIAMOND,916
750,France,Female,32,5,0.0,2,1,0,95611.47,0,0,1,SILVER,872
660,Germany,Female,29,6,180520.29,1,1,1,123850.58,0,0,2,SILVER,988
646,France,Male,30,7,0.0,2,1,0,153566.97,0,0,1,PLATINUM,801
698,France,Male,29,5,95167.55,1,1,1,152723.23,0,0,1,DIAMOND,415
513,France,Female,43,9,0.0,2,1,0,152499.8,0,0,1,SILVER,301
678,Spain,Female,61,8,0.0,2,1,1,159938.82,0,0,1,SILVER,617
702,Spain,Male,32,8,71667.74,1,1,1,126082.18,0,0,2,GOLD,225
677,Germany,Female,41,8,146720.98,2,1,1,4195.84,0,0,3,DIAMOND,562
837,Germany,Male,35,0,144037.6,1,1,0,145325.32,0,0,5,DIAMOND,860
600,France,Male,35,4,143744.77,2,1,0,104076.51,0,0,4,GOLD,797
654,France,Female,40,3,0.0,2,1,0,167889.1,0,0,4,DIAMOND,428
643,Germany,Female,34,7,160426.07,1,0,1,188533.11,0,0,3,GOLD,806
705,France,Female,50,4,77065.9,2,0,1,145159.26,0,0,4,PLATINUM,726
797,France,Male,32,10,114084.6,1,0,1,125782.29,0,0,1,SILVER,543
723,France,Male,30,3,124119.54,1,1,0,162198.32,0,0,4,PLATINUM,945
712,Spain,Male,53,2,111061.01,2,0,0,26542.17,0,0,2,GOLD,345
565,France,Male,46,7,135369.71,1,0,1,140130.22,0,0,1,DIAMOND,829
689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0,0,3,PLATINUM,292
806,Spain,Male,18,3,0.0,2,1,1,86994.54,0,0,2,GOLD,768
575,Spain,Male,53,1,84903.33,2,0,1,26015.8,0,0,3,GOLD,899
787,France,Female,40,6,0.0,2,1,1,84151.98,0,0,3,SILVER,598
711,France,Female,34,6,0.0,2,1,1,175310.38,0,0,2,DIAMOND,408
640,France,Male,68,9,0.0,2,1,1,199493.38,0,0,4,PLATINUM,763
502,France,Male,33,8,0.0,2,1,1,123509.01,0,0,4,DIAMOND,717
663,Spain,Female,33,8,96769.04,1,1,1,36864.05,0,0,4,GOLD,852
570,France,Male,32,9,117337.54,2,0,1,62810.91,0,0,4,DIAMOND,1000
748,France,Male,44,4,112610.77,1,0,1,2048.55,0,0,3,GOLD,315
658,France,Male,29,4,80262.6,1,1,1,20612.82,0,0,2,GOLD,420
592,France,Male,29,7,0.0,2,1,1,91196.67,0,0,5,GOLD,624
613,Germany,Male,38,9,126265.88,2,0,0,15859.95,0,0,2,DIAMOND,571
627,Spain,Female,35,7,0.0,1,1,0,187718.26,0,0,4,GOLD,256
598,Germany,Male,32,9,123938.6,2,1,0,198894.42,0,0,5,DIAMOND,375
624,France,Female,23,5,0.0,2,0,0,132418.59,0,0,5,GOLD,965
565,Germany,Male,59,9,69129.59,1,1,1,170705.53,0,0,5,PLATINUM,558
669,France,Male,45,7,149364.58,1,0,1,173454.07,0,0,5,SILVER,263
686,France,Male,38,6,149238.97,1,1,1,97825.23,0,0,1,SILVER,816
582,France,Male,39,5,0.0,2,1,1,129892.93,0,0,4,DIAMOND,343
705,Germany,Female,43,7,79974.55,1,1,1,103108.33,0,0,1,SILVER,475
484,Spain,Male,36,8,0.0,2,1,0,186136.48,0,0,1,PLATINUM,512
597,France,Male,61,5,0.0,2,1,1,81299.17,0,0,1,GOLD,567
729,Spain,Female,42,1,0.0,2,1,1,149535.97,0,0,5,SILVER,263
681,Spain,Male,30,2,111093.01,1,1,0,68985.99,0,0,5,PLATINUM,691
510,France,Female,45,10,103821.47,2,0,1,77878.62,0,0,3,SILVER,413
748,Spain,Male,39,3,0.0,2,1,1,123998.52,0,0,2,PLATINUM,511
664,France,Male,36,1,0.0,2,1,1,95372.64,0,0,4,PLATINUM,507
604,Spain,Male,41,3,0.0,1,0,0,11819.84,0,0,4,PLATINUM,536
487,Spain,Female,36,1,140137.15,1,1,0,194073.33,0,0,2,DIAMOND,677
758,Germany,Male,32,4,162657.64,2,1,1,115525.13,0,0,2,GOLD,708
652,Germany,Male,27,2,166527.88,2,0,1,146007.7,0,0,1,SILVER,917
553,France,Male,37,1,0.0,1,1,0,30461.55,0,0,5,DIAMOND,623
554,Germany,Male,43,5,99906.89,1,0,0,24983.39,0,0,3,GOLD,356
698,France,Female,57,9,111359.55,2,1,0,105715.01,0,0,5,GOLD,567
666,France,Female,41,10,141162.08,1,1,0,50908.48,0,0,2,SILVER,510
726,France,Female,38,4,0.0,2,0,0,6787.48,0,0,5,DIAMOND,523
640,Spain,Female,46,3,0.0,1,1,1,156260.08,0,0,1,GOLD,777
670,France,Female,35,3,103465.02,2,1,1,174627.06,0,0,3,SILVER,671
651,Spain,Male,42,2,143145.87,2,1,0,43612.06,0,0,4,SILVER,288
555,France,Male,40,10,139930.18,1,1,1,105720.09,0,0,1,SILVER,872
539,France,Male,37,2,127609.59,1,1,0,98646.22,0,0,1,DIAMOND,620
619,Germany,Female,41,5,92467.58,1,1,0,38270.47,0,0,3,GOLD,569
809,France,Male,24,7,109558.36,1,1,0,183515.13,0,0,5,GOLD,483
679,Spain,Female,35,8,119182.73,1,0,0,121210.09,0,0,3,SILVER,369
665,France,Male,28,8,191402.82,2,1,0,83238.4,0,0,4,SILVER,320
625,France,Male,39,2,0.0,2,1,0,100403.05,0,0,3,PLATINUM,452
669,France,Male,30,7,95128.86,1,0,0,19799.26,0,0,4,PLATINUM,463
792,France,Female,70,3,0.0,2,1,1,172240.27,0,0,4,PLATINUM,524
716,France,Female,40,3,0.0,2,0,1,167636.15,0,0,2,DIAMOND,910
518,Germany,Female,41,5,110624.99,1,1,0,89327.67,0,0,4,PLATINUM,911
642,France,Female,33,4,84607.34,2,0,1,60059.47,0,0,5,GOLD,880
736,France,Male,27,5,51522.75,1,0,1,192131.77,0,0,4,SILVER,562
530,Germany,Male,23,1,137060.88,2,1,1,165227.23,0,0,2,GOLD,284
721,Spain,Female,33,4,72535.45,1,1,1,103931.49,0,0,5,GOLD,739
684,Spain,Male,41,2,119782.72,2,0,0,120284.67,0,0,2,GOLD,935
814,France,Female,31,6,87772.52,1,1,0,188516.45,0,0,3,SILVER,870
591,France,Female,34,3,96127.27,1,0,0,30972.06,0,0,4,DIAMOND,427
491,Germany,Male,70,6,148745.92,2,1,1,17818.33,0,0,2,PLATINUM,743
698,France,Male,41,3,90605.29,1,1,1,14357.0,0,0,5,SILVER,444
624,France,Female,32,2,79368.87,2,1,1,145471.94,0,0,1,SILVER,994
539,Spain,Female,39,6,62052.28,1,0,1,59755.14,0,0,4,GOLD,693
781,France,Male,29,9,0.0,2,0,0,172097.4,0,0,4,SILVER,867
711,France,Male,33,1,0.0,1,0,0,41590.4,0,0,3,SILVER,824
695,France,Female,36,2,0.0,2,0,1,167749.54,0,0,3,SILVER,463
544,France,Female,33,6,0.0,2,1,1,124113.04,0,0,4,SILVER,617
524,Germany,Female,37,9,127480.58,2,1,0,179634.69,0,0,2,SILVER,512
680,France,Male,49,10,0.0,2,1,0,187008.45,0,0,2,PLATINUM,933
571,Germany,Female,66,9,111577.01,1,0,1,189271.9,0,0,1,PLATINUM,445
562,France,Male,30,3,111099.79,2,0,0,140650.19,0,0,1,GOLD,370
724,France,Female,32,6,0.0,2,1,1,150026.79,0,0,4,PLATINUM,480
850,Germany,Female,34,3,129668.43,2,1,1,88743.99,0,0,5,SILVER,468
769,France,Female,40,9,133871.05,1,1,1,50568.02,0,0,4,PLATINUM,887
774,France,Female,35,3,121418.62,1,1,1,24400.37,0,0,4,DIAMOND,981
758,France,Female,32,2,84378.9,1,1,1,75396.43,0,0,3,PLATINUM,867
643,France,Male,62,9,0.0,2,0,0,155870.82,0,0,5,PLATINUM,652
732,France,Male,46,0,0.0,2,1,1,184350.78,0,0,3,DIAMOND,461
656,France,Female,75,3,0.0,2,1,1,1276.87,0,0,2,DIAMOND,361
619,Spain,Male,38,3,96143.47,1,0,0,98994.92,0,0,3,DIAMOND,759
558,France,Female,47,9,0.0,2,1,0,103787.28,0,0,2,PLATINUM,251
705,Spain,Male,33,7,68423.89,1,1,1,64872.55,0,0,1,DIAMOND,660
585,Spain,Male,36,10,0.0,2,1,1,180318.6,0,0,3,SILVER,722
697,France,Male,40,4,0.0,2,0,1,26543.28,0,0,4,GOLD,360
555,Germany,Female,62,10,114822.64,1,0,1,8444.5,0,0,3,GOLD,291
692,France,Female,36,3,0.0,2,1,1,8282.22,0,0,5,SILVER,767
756,France,Male,37,3,132623.6,1,1,1,58974.0,0,0,1,GOLD,677
599,France,Female,41,2,91328.71,1,1,0,115724.78,0,0,1,GOLD,381
610,France,Female,27,4,87262.4,2,1,0,182720.07,0,0,1,SILVER,647
631,Spain,Male,38,7,0.0,2,1,0,181605.85,0,0,3,DIAMOND,290
717,France,Female,76,9,138489.66,1,1,1,68400.14,0,0,2,GOLD,860
493,France,Female,36,5,148667.81,2,1,0,56092.51,0,0,4,DIAMOND,921
725,France,Female,33,4,0.0,1,1,1,67879.8,0,0,3,DIAMOND,446
690,Spain,Female,36,10,91760.11,1,1,1,135784.94,0,0,2,PLATINUM,443
691,France,Male,28,1,0.0,2,0,0,92865.41,0,0,5,GOLD,569
766,Germany,Male,30,4,127786.28,2,1,1,28879.3,0,0,1,SILVER,491
591,France,Female,38,2,142289.28,1,0,1,119638.85,0,0,5,PLATINUM,392
503,France,Female,28,5,0.0,2,1,0,125918.17,0,0,2,PLATINUM,868
756,France,Female,26,5,101641.14,2,0,1,154460.68,0,0,5,GOLD,351
589,France,Male,29,2,0.0,2,0,1,98320.27,0,0,5,DIAMOND,885
828,France,Male,30,4,73070.18,2,0,0,161671.15,0,0,4,SILVER,534
633,France,Female,37,9,156091.97,1,1,0,72008.61,0,0,5,GOLD,519
664,Germany,Male,39,7,60263.23,1,1,0,170835.32,0,0,5,SILVER,466
639,Spain,Female,28,8,97840.72,1,1,1,178222.77,0,0,2,DIAMOND,260
705,Spain,Male,39,6,133261.13,1,1,1,78065.9,0,0,4,GOLD,344
755,France,Male,62,1,127706.33,2,0,1,142377.69,0,0,2,DIAMOND,673
818,Germany,Female,72,8,135290.42,2,1,1,63729.72,0,0,1,SILVER,726
821,Germany,Male,45,0,135827.33,2,1,1,131778.58,0,0,5,PLATINUM,945
606,Germany,Female,47,0,137138.2,2,0,1,53784.22,0,0,4,SILVER,765
562,France,Male,62,3,0.0,2,1,0,105986.01,0,0,2,GOLD,845
563,France,Female,34,6,139810.34,1,1,1,152417.79,0,0,5,DIAMOND,254
553,France,Male,31,6,0.0,2,0,0,124596.63,0,0,2,SILVER,741
515,France,Female,37,0,196853.62,1,1,1,132770.11,0,0,3,PLATINUM,644
812,France,Male,34,5,103818.43,1,1,1,166038.27,0,0,4,GOLD,230
685,Spain,Male,31,7,122449.31,2,1,1,180769.55,0,0,5,GOLD,946
605,France,Male,41,10,0.0,2,0,1,97213.09,0,0,5,DIAMOND,411
682,Germany,Female,35,2,117438.92,2,1,1,16910.98,0,0,5,PLATINUM,348
701,Germany,Male,32,5,102500.34,1,0,0,106287.77,0,0,5,PLATINUM,763
536,France,Male,39,4,0.0,2,1,0,27150.35,0,0,1,PLATINUM,422
651,France,Female,39,6,0.0,1,1,0,24176.44,0,0,1,SILVER,283
708,Germany,Female,42,8,192390.52,2,1,0,823.36,0,0,2,SILVER,307
682,Spain,Female,47,10,134032.01,1,1,0,144290.97,0,0,3,DIAMOND,725
524,Germany,Female,25,7,131402.21,1,0,0,193668.49,0,0,4,PLATINUM,997
686,Germany,Female,27,1,115095.88,2,0,0,78622.46,0,0,2,DIAMOND,873
557,Spain,Male,42,4,0.0,2,0,1,86642.38,0,0,2,GOLD,569
802,France,Male,29,9,127414.55,1,1,1,134459.12,0,0,2,GOLD,944
635,France,Female,33,5,0.0,2,1,0,122949.71,0,0,5,DIAMOND,977
538,France,Female,33,5,0.0,2,1,0,126962.41,0,0,3,DIAMOND,290
